Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,dataset
2236,Nukkadwala,1,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071999,28.510286,"Fast Food, Street Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,25,zomato
2237,Salad Chef,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07128,28.509523,"Healthy Food, Fast Food, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,44,zomato
2238,Subway,1,Gurgaon,"Food Court, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071512,28.509779,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,27,zomato
2239,Tea Halt,1,Gurgaon,"Food Court, Basement, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071512,28.509779,Cafe,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,14,zomato
2240,The Kachori Co.,1,Gurgaon,"Amenity Block, Unitech Infospace, Old Delhi-Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07147,28.509685,Street Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,11,zomato
2241,Urban Dhaba,1,Gurgaon,"Food Court, Basement 1, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071467,28.50964,North Indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,11,zomato
2242,A Piece of Paris,1,Gurgaon,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071688,28.510247,"Desserts, Bakery",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,43,zomato
2243,Chaayos,1,Gurgaon,"Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071512,28.509689,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,127,zomato
2244,Doughlicious,1,Gurgaon,"Unit 11, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071694,28.509693,"Bakery, Desserts, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,60,zomato
2245,Eggers Madhouse,1,Gurgaon,"15, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071332,28.509672,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,51,zomato
2246,Live Wok,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071422,28.509681,"Chinese, Asian, Thai",500,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,45,zomato
2247,Orange Chopsticks,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071443,28.509542,"Chinese, Thai, Asian",1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.5,Yellow,Good,200,zomato
2248,Pizzoccheri,1,Gurgaon,"Block 4, Unitech Infospace, Opposite IDPL, Old Delhi Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071358,28.509548,"Fast Food, Pizza",800,Indian Rupees(Rs.),Yes,No,No,No,2,3.6,Yellow,Good,76,zomato
2249,Creamy Innovation,1,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",0,0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0,zomato
2250,Dosa Republic,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071467,28.50964,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1,zomato
2251,Giani's,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071646,28.509658,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,zomato
2252,Chai Point,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.071781,28.509984,"Tea, Fast Food",200,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,49,zomato
2253,Latitude - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.070095,28.45625,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",3500,Indian Rupees(Rs.),Yes,No,No,No,4,3.8,Yellow,Good,305,zomato
2254,Thai Pavilion - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.070162,28.455954,"Thai, Asian",4000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,219,zomato
2255,3H Kitchen,1,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.031015,28.508826,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,15,zomato
2256,Manish Sweets & Bakers,1,Gurgaon,"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.031394,28.508599,"Mithai, Bakery, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5,zomato
2257,Oasis Kitchen,1,Gurgaon,"S-161, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.031664,28.508804,"Chinese, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,zomato
2258,Ramchandra Chinese Food,1,Gurgaon,"C-145, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.030983,28.508564,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,10,zomato
2259,Sona Chinese,1,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.030854,28.509085,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,14,zomato
2260,The Pastry Hut,1,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.031394,28.508868,"Bakery, Desserts",150,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,13,zomato
2261,Aggarwal Sweets & Restaurant,1,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.031124,28.508842,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0,zomato
2262,Bhoomika,1,Gurgaon,"39, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.08427,28.460485,"Bakery, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,zomato
2263,FoodZilla,1,Gurgaon,"UGF-126, 1st Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084192,28.460351,"Chinese, Assamese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,153,zomato
2264,Goli Vada Pav No. 1,1,Gurgaon,"180, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083976,28.459856,Street Food,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,151,zomato
2265,Indo Chinese,1,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",0,0,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12,zomato
2266,Kathi Junction,1,Gurgaon,"GF-23, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083652,28.460658,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,89,zomato
2267,Romi da Dhaba,1,Gurgaon,"GF-177, Sushant Vyapar Kendra, Sushant Lok 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083832,28.460048,North Indian,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,122,zomato
2268,Shamji Snacks,1,Gurgaon,"54, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084327,28.46023,"Mithai, Street Food, South Indian, Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,83,zomato
2269,The Lunch Break,1,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083562,28.46047,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,zomato
2270,Veg O Non,1,Gurgaon,"181, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084327,28.459871,North Indian,650,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,21,zomato
2271,Alwar Sweets,1,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084282,28.46036,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,66,zomato
2272,Bakers Oven,1,Gurgaon,"9, Ground Floor, Vyaapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083832,28.460675,"Bakery, Desserts",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,69,zomato
2273,Burgzz Bee,1,Gurgaon,"GF-179, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084057,28.459935,"Burger, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,60,zomato
2274,Chinese Corner,1,Gurgaon,"GF-174, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083922,28.459787,"Chinese, Thai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,369,zomato
2275,Iroha,1,Gurgaon,"GF-144-146, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083203,28.459987,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,63,zomato
2276,Chaudhary Burfi Wala,1,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.084327,28.460588,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2,zomato
2277,Curry 'n' Phulka,1,Gurgaon,"GF-1, Vyapar Kendra, Block C, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083742,28.460756,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.4,Red,Poor,83,zomato
2278,Wah Ji Wah,1,Gurgaon,"100, Ground Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083226,28.460573,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,2.2,Red,Poor,142,zomato
2279,Woods Spice,1,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon",77.057348,28.442808,"Continental, North Indian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,36,zomato
2280,Mocha,1,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773932,26.16149,"Cafe, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,394,zomato
2281,Terra Mayaa Restaurant and Lounge,1,Guwahati,"6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773932,26.16149,"North Indian, Continental, Italian, Chinese",1400,Indian Rupees(Rs.),No,No,No,No,3,3.9,Yellow,Good,360,zomato
2282,The Basement CafÕ©,1,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.775246,26.180243,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,126,zomato
2283,Strawberry Fields,1,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.774955,26.184702,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,290,zomato
2284,Brooklyn Blues,1,Guwahati,"4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"Continental, European",1400,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,110,zomato
2285,Confucius,1,Guwahati,"Near VLCC, G.S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",91.777397,26.15735,"Chinese, Thai",750,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,304,zomato
2286,The Woking Mama,1,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"Chinese, Thai, Japanese, Asian",1300,Indian Rupees(Rs.),No,No,No,No,3,4.4,Green,Very Good,129,zomato
2287,Underdoggs Sports Bar & Grill,1,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0,0,"North Indian, Continental",1650,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,222,zomato
2288,The Zouq : Resto-Cafe,1,Guwahati,"1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Dispur,"Dispur, Guwahati",0,0,"Cafe, North Indian, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,124,zomato
2289,BrewBakes,1,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,"Six Mile, Guwahati",91.806493,26.132988,"Cafe, Continental, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,28,zomato
2290,Barbeque Nation,1,Guwahati,"2nd Floor, Adityam Building, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.759857,26.172119,North Indian,1500,Indian Rupees(Rs.),No,No,No,No,4,4.9,Dark Green,Excellent,774,zomato
2291,Yo! China,1,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.758167,26.171,Chinese,800,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,327,zomato
2292,4 Seasons,1,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.753167,26.191667,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,142,zomato
2293,11th Avenue Cafe Bistro,1,Guwahati,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.752314,26.186001,"Cafe, American, Italian, Continental",400,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,377,zomato
2294,CafÕ© Riverrun,1,Guwahati,"47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.753863,26.193764,"Continental, Juices, Cafe, Desserts, Salad, Italian",500,Indian Rupees(Rs.),No,No,No,No,2,4.2,Green,Very Good,99,zomato
2295,Fat Belly,1,Guwahati,"Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.752221,26.185716,"Asian, Chinese, Tibetan",500,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,25,zomato
2296,The Corner Cafe,1,Guwahati,"Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",0,0,"Cafe, Continental",850,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,179,zomato
2297,Chung Fa,1,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.783,26.172667,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,369,zomato
2298,Shanghai Salsa,1,Guwahati,"37, 1st Floor, Hatigarh Chariali, Mother Teresa Road, Zoo Tiniali Area, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.785356,26.172217,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,256,zomato
2299,Three Guys,1,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.77897,26.16767,"Continental, North Indian, Chinese, Arabian, Thai",700,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,233,zomato
2300,Ziya,1,Guwahati,"Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",0,0,"Continental, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,4.3,Green,Very Good,96,zomato
2301,Exotica,1,Hyderabad,"Opposite Audi Showroom, 5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad","12th Square Building, Banjara Hills","12th Square Building, Banjara Hills, Hyderabad",78.437225,17.410371,"Mughlai, North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.3,Green,Very Good,3374,zomato
2302,AB's - Absolute Barbecues,1,Hyderabad,"No. 8-2-618/10-11,2nd Floor, Krishe Amethyst, Road No.1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.449654,17.41233,"European, Mediterranean, North Indian",1500,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,200,zomato
2303,Chili's,1,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.449578,17.422819,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent,1932,zomato
2304,The Fisherman's Wharf,1,Hyderabad,"304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,"Gachibowli, Hyderabad",78.329645,17.411028,"Seafood, Continental, Goan, Asian, Andhra",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,144,zomato
2305,Chili's,1,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.386744,17.433809,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,2553,zomato
2306,Pine & Dine,1,Hyderabad,"Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.375467,17.455894,"North Indian, South Indian, Chinese",700,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,682,zomato
2307,Jonathan's Kitchen - Holiday Inn Express & Suites,1,Hyderabad,"Holiday Inn Express & Suites, Gachibowli, Hyderabad",Holiday Inn Express & Suites,"Holiday Inn Express & Suites, Hyderabad",78.347554,17.424114,"North Indian, Japanese, Italian",1900,Indian Rupees(Rs.),Yes,No,No,No,3,4.3,Green,Very Good,860,zomato
2308,AB's - Absolute Barbecues,1,Hyderabad,"Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.397865,17.438263,"European, Mediterranean, North Indian",1500,Indian Rupees(Rs.),No,No,No,No,3,4.9,Dark Green,Excellent,5434,zomato
2309,ConÕ_u,1,Hyderabad,"479/B, Road 21, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.408321,17.431668,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,No,2,4.8,Dark Green,Excellent,1023,zomato
2310,Dock Forty Five,1,Hyderabad,"1067, Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.404423,17.428294,"Continental, Asian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.2,Green,Very Good,79,zomato
2311,Mocha Bar,1,Hyderabad,"161, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.418213,17.430448,"North Indian, Continental, Italian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,221,zomato
2312,Olive Bistro,1,Hyderabad,"Road 46, Inside Durgam Cheruvu, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.392621,17.429585,"Mediterranean, Italian, European",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.4,Green,Very Good,2218,zomato
2313,Prost Brew Pub,1,Hyderabad,"882/A Road No 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40035,17.431477,"Italian, Continental, Chinese",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,594,zomato
2314,United Kitchens of India,1,Hyderabad,"Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.407495,17.426228,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1431,zomato
2315,Heart Cup Coffee,1,Hyderabad,"B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Kondapur,"Kondapur, Hyderabad",78.368855,17.45971,"Cafe, Continental, North Indian, Chinese",1800,Indian Rupees(Rs.),No,Yes,No,No,3,4.2,Green,Very Good,1859,zomato
2316,Churrolto,1,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad",78.393391,17.440827,"Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,344,zomato
2317,The Grand Trunk Road,1,Hyderabad,"16, Image Garden Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad",78.385883,17.451976,"North Indian, Chinese",1100,Indian Rupees(Rs.),No,Yes,No,No,3,3.9,Yellow,Good,616,zomato
2318,Sahib_Ñés Barbeque by Ohri_Ñés,1,Hyderabad,"First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad",Ohri' Hitech City,"Ohri' Hitech City, Hyderabad",78.379347,17.450851,"Hyderabadi, Awadhi",1400,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,571,zomato
2319,KYRO,1,Indore,"Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.866059,22.695207,"North Indian, Chinese, Continental, Mediterranean, Asian",1300,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,238,zomato
2320,JAL - A Jungle Restaurant,1,Indore,"Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.881991,22.651847,"North Indian, Chinese",850,Indian Rupees(Rs.),No,No,No,No,3,4.1,Green,Very Good,100,zomato
2321,Oye24,1,Indore,"HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore",75.866699,22.751857,"North Indian, Chinese, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,4.1,Green,Very Good,152,zomato
